data_id,data_name,model,Accuracy,Precision,Recall,F1-score,ROC-AUC score
10,data10_IC1_FM_label_wl_20_pw_0_unwo_dropped_1_1_ratio_full_data,WaveNet,0.7663983903420523,0.7795744680851063,0.7402020202020202,0.7593782383419689,0.8634124005586931
11,data11_IC1_FM_label_wl_20_pw_0_unwo_dropped_1_4_ratio_full_data,WaveNet,0.859718309859155,0.7659574468085106,0.443208895949166,0.5615094339622642,0.8592672577769122
12,data12_IC1_FM_label_wl_20_pw_0_unwo_dropped_1_1_ratio_max_5000,WaveNet,0.6602564102564102,0.8333333333333334,0.47058823529411764,0.6015037593984962,0.7206296603148302
13,data13_IC1_FM_label_wl_20_pw_0_unwo_dropped_1_1_ratio_max_2500,WaveNet,0.6375,0.7241379310344828,0.5,0.5915492957746479,0.7318295739348372
